제목,장소,주소,기간,이미지url,상세url,세부장르,후기유무,줄거리,작품설명
라흐마니노프 시리즈 3,롯데콘서트홀,서울특별시 송파구 올림픽로 300 롯데월드몰 8층 롯데콘서트홀,2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/05/0400012305_188463_01.002.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23006882,클래식,X,"세르게이 라흐마니노프: 피아노 트리오 제1번 g단조 ‘비가’
S. Rachmaninoff - Trio elegiaque No. 1 in g minor

안톤 아렌스키: 피아노 트리오 1번 d단조, Op. 32
A. Arensky | Piano Trio No. 1 in d minor, Op. 32
Ⅰ. Allegro moderato
Ⅱ. Scherzo: Allegro molto
Ⅲ. Elegia: Adagio
Ⅳ. Finale: Allegro non troppo

- 인터미션 Intermission ?

세르게이 라흐마니노프: 피아노 트리오 제2번 d단조, Op. 9 ‘비가’
S. Rachmaninoff | Trio elegiaque No. 2 d minor, Op. 9
Ⅰ. Moderato
Ⅱ. Quasi Variazione
Ⅲ. Allegro Risoluto","가을을 알리는 9월의 첫날, 마지막 세 번째 시리즈에서는 라흐마니노프의 ‘피아노 트리오 두 곡’과 그의 스승이었던 아렌스키의 ‘피아노 트리오 1번’이 나란히 연주된다. 본 공연에는 그간 여러 번 합을 맞춰 온 바이올리니스트 김지연, 첼리스트 송영훈, 피아니스트 조재혁이 올라 섬세한 호흡을 선사할 예정이다.

라흐마니노프의 피아노 트리오는 낭만주의 실내악을 통틀어 빼놓을 수 없는 수작으로, 두 작품 모두 애가(哀歌, elegiaque)라는 제목으로 잘 알려져 있다. 작곡가 사후에 발견된 단악장 형식의 ‘피아노 트리오 1번’(Op.Posth)은 19세에 작곡된 곡으로 슬라브적인 우수가 강하게 드러나며 차이콥스키 피아노 트리오와도 흡사한 형식을 띠고 있다.

‘피아노 트리오 2번, Op.9’는 선배 작곡가 차이콥스키의 죽음을 애도하기 위해 써 내려간 작품으로, 러시아 작곡가들은 피아노 트리오라는 장르를 통해 고인을 추모하곤 했다. 차이콥스키 역시 자신의 피아노 트리오를 통해 스승 안톤 루빈스타인을 기린 바 있다. 함께 연주될 아렌스키의 ‘피아노 트리오, Op.32’ 중 3악장의 부제 역시 ‘Elegia’. 부제에서 알 수 있듯 세 작품 모두 애절하고도 가슴 아픈 정서가 곡 전체를 관통한다.

피아노 트리오는 바이올린, 첼로, 피아노가 서로의 개성을 뚜렷이 하면서도 궁극의 조화를 이루어내야 한다. 비통한 정서가 표현되어야 하는 작품일수록 세 연주자는 깊은 내면의 대화를 거쳐야만 한다. 라흐마니노프가 말하고자 했던 elegiaque를, 노련한 관록의 세 연주자들이 펼쳐내는 애절한 호흡으로 마주할 수 있을 것이다."
세빌리아의 이발사 - 성남,성남아트리움 대극장,경기 성남시 수정구 태평2동 3309,2023/08/31 ~ 2023/09/02,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_191574_01.353.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23010735,오페라,X,줄거리 없음,작품설명 없음
임영주 바이올린 독주회,일신홀,서울 용산구 한남동 714 한남일신빌딜 1층,2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_192056_01.407.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011335,클래식,X,줄거리 없음,작품설명 없음
2023 마티네 콘서트 - 성남,성남아트센터 콘서트홀,경기 성남시 분당구 야탑동 757,2023/03/16 ~ 2023/12/21,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/02/0400012302_184824_01.425.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23001941,클래식,X,줄거리 없음,작품설명 없음
2023 브런치 콘서트 - 용인,용인시 평생학습관 큰어울마당,경기도 용인시 신촌1길 13번지(풍덕천동 1086번지) 용인시 여성회관,2023/04/22 ~ 2023/11/11,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/03/0400012303_185871_01.643.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23003207,클래식,X,줄거리 없음,작품설명 없음
KBS교향악단 제793회 정기연주회,예술의전당 콘서트홀,서울특별시 서초구 서초동 700번지,2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/22/11/0400012211_182261_01.319.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22016494,클래식,X,줄거리 없음,"하이든│첼로 협주곡 제1번 C장조, Hob.VIIb:1
브루크너│교향곡 제7번 E장조, WAB 107"
피로코피에프 오페라 맛달레나 - 부산,금정문화회관 소공연장 (은빛샘홀),부산광역시 금정구 체육공원로7 (구서1동 481번지),2023/09/01 ~ 2023/09/02,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_192729_01.813.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23012120,오페라,X,줄거리 없음,작품설명 없음
2023 오르간 오딧세이,롯데콘서트홀,서울특별시 송파구 올림픽로 300 롯데월드몰 8층 롯데콘서트홀,2023/02/22 ~ 2023/12/20,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/22/12/0400012212_182949_01.439.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22017596,클래식,X,줄거리 없음,작품설명 없음
"임세경, 김재형, 양준모 갈라콘서트 - 경기 광주",남한산성아트홀 대극장,경기도 광주시 회안대로 891(송정동),2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_191314_01.011.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23010281,클래식,X,줄거리 없음,작품설명 없음
변미형 ＆ 정수빈 듀오 리사이틀 - 대전,대전시립연정국악원 작은마당,대전 서구 만년동 396,2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_191998_01.020.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011278,클래식,X,줄거리 없음,작품설명 없음
2023 마티네 콘서트,소셜베뉴 라움(라움아트센터),서울 강남구 역삼동 680-1,2023/01/31 ~ 2023/12/26,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/22/12/0400012212_182898_01.101.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22017531,클래식,X,줄거리 없음,작품설명 없음
더 클래식 하우스 콘서트 - 용인,용인 문예회관 대공연장 (처인홀),경기 용인시처인구 김량장동 346번지,2023/03/18 ~ 2023/11/18,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/02/0400012302_184703_01.254.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23001784,클래식,X,줄거리 없음,작품설명 없음
마티네 콘서트 - 용인,용인 포은아트홀,경기도 용인시 수지구 포은대로 499 용인아트피아 1F,2023/05/20 ~ 2023/12/02,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/04/0400012304_187726_01.556.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23005748,클래식,X,줄거리 없음,작품설명 없음
최송하 바이올린 리사이틀,예술의전당 IBK챔버홀,서울특별시 서초구 서초동 700번지,2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_191553_01.459.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23010672,클래식,X,줄거리 없음,작품설명 없음
떴다 세계 음악 여행 - 과천,과천 시민회관 소극장,경기 과천시 중앙동 6-2,2023/09/01 ~ 2023/09/02,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_191575_01.422.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23010736,어린이/가족,X,줄거리 없음,작품설명 없음
2023 마티네 콘서트,소셜베뉴 라움(라움아트센터),주소정보없음,2023/01/31 ~ 2023/12/26,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/22/12/0400012212_182898_01.101.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22017531,클래식,X,줄거리 없음,작품설명 없음
클래식 멜로디 마켓 - 용인,용인시 문화예술원 마루홀,경기도 용인시 처인구 중부대로 1199,2023/04/08 ~ 2023/12/09,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/02/0400012302_185542_01.116.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23003030,어린이/가족,X,줄거리 없음,작품설명 없음
마림바리스트 공성연 리사이틀,예술의전당 인춘아트홀,서울특별시 서초구 서초동 700번지,2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/06/0400012306_189907_01.934.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23008614,클래식,X,줄거리 없음,"바흐 바이오린 파르티타 제2번 d단조 BWV1004
파가니니 바이올린을 위한 24개의 카프리스 Op.1
게이코 아베 일본 동요 변주곡
안나 이그나토비치 마림바 독주를 위한 토카타
친청린 마림바 협주곡 제1번"
김건주 클라리넷 독주회,세종문화회관 체임버홀,서울시 종로구 세종로 81-3,2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_190643_01.052.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=P0003532,클래식,X,줄거리 없음,"Wolfgang Amadeus Mozart (1756-1791)
Clarinet Concerto in A major, K.622 for Clarinet and String Quartet (arr. Michael Drapkin) (1791)
Ⅰ. Allegro
Ⅱ. Adagio
Ⅲ. Rondo Allegro

 

INTERMISSION

 

Alexander Glazunov (1865-1936)
Oriental Reverie for Clarinet and String Quartet (1886)

 

Miguel del Aguila (b.1957)
Pacific Serenade for Clarinet and String Quartet (1998)
Ⅰ.
Ⅱ.
Ⅲ.

 

Alexis Ciesla (b.1967)
Ninas’s dreams for Clarinet and String Quartet (2020)"
정다슬 피아노 독주회,예술의전당 리사이틀홀,서울특별시 서초구 서초동 700번지,2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_190982_01.758.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23009929,클래식,X,줄거리 없음,작품설명 없음
구미정 피아노 독주회,영산아트홀,서울시 영등포구 여의도동 12번지,2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_191874_01.043.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011115,클래식,X,줄거리 없음,작품설명 없음
박경호 플루트 리사이틀,금호아트홀 연세,서울 서대문구 신촌동 연세대학교 연세로 50,2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_192327_01.546.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011542,클래식,X,줄거리 없음,작품설명 없음
코리알리티,서강대학교 메리홀 대극장,서울 마포구 신수동 1번지 서강대학교,2023/09/01 ~ 2023/09/02,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_191580_01.816.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23010731,발레,X,줄거리 없음,작품설명 없음
트리플 빌 & 해설이 있는 전막발레 해적,예술의전당 CJ 토월극장,서울특별시 서초구 서초동 700번지,2023/08/25 ~ 2023/09/03,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/06/0400012306_190310_01.033.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23008990,발레,X,줄거리 없음,작품설명 없음
온춤,국립극장 달오름극장,서울특별시 중구 장충동2가 14-67번지,2023/09/01 ~ 2023/09/03,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_191102_01.845.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23010001,한국무용,X,줄거리 없음,작품설명 없음
연무,성균소극장,서울 종로구 명륜동 149 번지,2023/08/30 ~ 2023/09/20,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_190854_01.157.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23009768,발레,X,줄거리 없음,작품설명 없음
삼청각 수요상설공연,삼청각 일화당,서울특별시 성북구 대사관로3 삼청각,2023/07/05 ~ 2023/12/13,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/06/0400012306_189584_01.558.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23008319,국악,X,줄거리 없음,작품설명 없음
이철진의 승무이야기,성균소극장,서울 종로구 명륜동 149 번지,2023/07/03 ~ 2023/12/18,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/05/0400012305_188565_01.446.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23007015,무용,X,줄거리 없음,작품설명 없음
춤의향연 - 수원,경기아트센터 소극장,경기 수원시팔달구 인계동 1117번지,2023/07/29 ~ 2023/10/14,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/06/0400012306_189948_01.510.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23008676,발레,X,줄거리 없음,작품설명 없음
우리네 보물찾기 - 부산,부산북구문화예술회관,부산광역시 북구 덕천2동 434번지(금곡대로 46번길 50),2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_192068_01.059.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011346,국악,X,줄거리 없음,작품설명 없음
전지적 청자시점；장단의 품격,한국문화의 집 코우스,서울 강남구 대치동 944-22,2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_192348_01.849.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011674,국악,X,줄거리 없음,작품설명 없음
종묘제례악 - 대구,대구 오페라하우스,대구광역시 북구 호암로15(칠성동2가 727),2023/09/01 ~ 2023/09/02,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_191079_01.056.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23009937,국악,X,줄거리 없음,작품설명 없음
토요국악 - 대전,대전시립연정국악원 작은마당,대전 서구 만년동 396,2023/03/11 ~ 2023/11/25,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/02/0400012302_184886_01.523.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23002011,국악,O,줄거리 없음,작품설명 없음
고영열 콘서트,마포아트센터 플레이 맥,서울 마포구 대흥동 30-3 마포아트센터,2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/06/0400012306_190016_01.825.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23008753,국악,X,줄거리 없음,작품설명 없음
디스커버리,국립극장 해오름극장,서울특별시 중구 장충동2가 14-67번지,2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_191098_01.013.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23010085,국악,X,줄거리 없음,작품설명 없음
대전시립연정국악원 K브런치콘서트 - 대전,대전시립연정국악원 작은마당,대전 서구 만년동 396,2023/03/29 ~ 2023/11/29,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/02/0400012302_185368_01.230.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23002248,국악,X,줄거리 없음,작품설명 없음
판소리 다섯마당 - 대전,대전시립연정국악원 작은마당,대전 서구 만년동 396,2023/03/30 ~ 2023/11/23,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/02/0400012302_185468_01.952.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23002720,국악,X,줄거리 없음,작품설명 없음
